image,H,W,area
571,520,696,196
571,520,696,469
571,520,696,476
571,520,696,125
571,520,696,503
571,520,696,495
571,520,696,449
571,520,696,317
571,520,696,97
571,520,696,552
571,520,696,447
571,520,696,65
571,520,696,449
571,520,696,539
571,520,696,521
571,520,696,534
571,520,696,203
571,520,696,719
571,520,696,34
571,520,696,336
571,520,696,464
571,520,696,49
571,520,696,615
571,520,696,377
571,520,696,351
571,520,696,505
571,520,696,30
571,520,696,272
571,520,696,434
571,520,696,491
571,520,696,512
571,520,696,448
571,520,696,549
571,520,696,420
571,520,696,522
571,520,696,287
571,520,696,637
571,520,696,163
571,520,696,379
572,256,256,21
572,256,256,21
572,256,256,21
572,256,256,82
572,256,256,88
572,256,256,60
572,256,256,26
572,256,256,87
572,256,256,44
572,256,256,80
572,256,256,61
572,256,256,107
572,256,256,87
572,256,256,60
572,256,256,79
572,256,256,104
572,256,256,27
572,256,256,126
572,256,256,42
572,256,256,79
572,256,256,68
572,256,256,80
572,256,256,53
572,256,256,21
572,256,256,21
572,256,256,48
572,256,256,65
572,256,256,72
572,256,256,21
572,256,256,113
572,256,256,62
572,256,256,93
572,256,256,77
572,256,256,78
572,256,256,66
572,256,256,97
572,256,256,104
572,256,256,26
572,256,256,38
572,256,256,21
572,256,256,38
572,256,256,31
572,256,256,30
572,256,256,73
572,256,256,21
572,256,256,104
572,256,256,21
572,256,256,58
572,256,256,21
572,256,256,61
572,256,256,21
572,256,256,73
572,256,256,21
572,256,256,93
572,256,256,91
573,256,256,111
573,256,256,125
573,256,256,61
573,256,256,117
573,256,256,115
573,256,256,154
573,256,256,98
573,256,256,147
573,256,256,116
573,256,256,111
573,256,256,132
573,256,256,23
573,256,256,169
573,256,256,148
573,256,256,125
573,256,256,118
573,256,256,93
573,256,256,158
573,256,256,88
573,256,256,139
573,256,256,139
573,256,256,124
573,256,256,194
573,256,256,126
573,256,256,93
573,256,256,127
573,256,256,109
573,256,256,134
573,256,256,126
573,256,256,23
573,256,256,53
573,256,256,137
573,256,256,128
573,256,256,132
573,256,256,83
573,256,256,135
573,256,256,119
573,256,256,118
573,256,256,108
573,256,256,119
573,256,256,132
573,256,256,110
573,256,256,110
573,256,256,110
573,256,256,147
573,256,256,121
573,256,256,71
573,256,256,93
573,256,256,126
573,256,256,78
573,256,256,89
573,256,256,153
573,256,256,129
573,256,256,126
573,256,256,142
573,256,256,108
573,256,256,149
573,256,256,119
573,256,256,80
573,256,256,126
574,256,256,143
574,256,256,312
574,256,256,189
574,256,256,45
574,256,256,143
574,256,256,66
574,256,256,159
574,256,256,281
574,256,256,161
574,256,256,114
575,256,256,137
575,256,256,252
575,256,256,200
575,256,256,166
575,256,256,133
575,256,256,240
575,256,256,206
575,256,256,105
575,256,256,109
575,256,256,203
575,256,256,136
575,256,256,157
575,256,256,92
575,256,256,121
575,256,256,123
575,256,256,127
575,256,256,76
575,256,256,139
575,256,256,174
575,256,256,143
575,256,256,169
575,256,256,180
575,256,256,106
575,256,256,175
575,256,256,119
575,256,256,114
575,256,256,144
575,256,256,171
575,256,256,130
575,256,256,157
575,256,256,104
575,256,256,132
575,256,256,200
575,256,256,114
575,256,256,112
575,256,256,152
575,256,256,144
575,256,256,146
575,256,256,149
575,256,256,155
575,256,256,163
575,256,256,145
575,256,256,108
575,256,256,36
575,256,256,116
575,256,256,111
575,256,256,109
575,256,256,178
575,256,256,76
575,256,256,41
576,256,256,368
576,256,256,487
576,256,256,600
576,256,256,448
576,256,256,234
576,256,256,64
576,256,256,527
576,256,256,287
576,256,256,409
576,256,256,391
576,256,256,373
576,256,256,236
576,256,256,151
576,256,256,49
576,256,256,251
576,256,256,437
576,256,256,306
576,256,256,280
576,256,256,75
576,256,256,545
576,256,256,448
576,256,256,465
576,256,256,481
576,256,256,215
576,256,256,392
576,256,256,156
576,256,256,83
576,256,256,517
576,256,256,56
576,256,256,327
576,256,256,48
577,256,256,179
577,256,256,133
577,256,256,66
577,256,256,80
577,256,256,237
577,256,256,69
577,256,256,116
577,256,256,25
577,256,256,149
577,256,256,122
577,256,256,156
577,256,256,209
577,256,256,34
577,256,256,146
577,256,256,159
577,256,256,189
577,256,256,214
577,256,256,301
577,256,256,176
577,256,256,73
577,256,256,51
578,256,256,332
578,256,256,267
578,256,256,21
578,256,256,21
578,256,256,345
578,256,256,627
578,256,256,176
578,256,256,92
578,256,256,611
578,256,256,316
578,256,256,302
578,256,256,275
578,256,256,773
578,256,256,382
578,256,256,29
578,256,256,316
578,256,256,338
578,256,256,626
578,256,256,134
578,256,256,294
578,256,256,231
578,256,256,515
578,256,256,152
578,256,256,541
578,256,256,205
578,256,256,307
578,256,256,231
578,256,256,237
578,256,256,277
578,256,256,346
578,256,256,264
578,256,256,443
578,256,256,89
578,256,256,382
578,256,256,342
578,256,256,21
578,256,256,263
578,256,256,371
579,360,360,2036
579,360,360,3292
579,360,360,1924
579,360,360,3149
579,360,360,317
579,360,360,2013
579,360,360,2296
579,360,360,2150
579,360,360,2058
579,360,360,2021
579,360,360,1961
579,360,360,1877
579,360,360,1963
579,360,360,1851
579,360,360,3141
579,360,360,843
579,360,360,30
580,520,696,350
580,520,696,604
580,520,696,626
580,520,696,464
580,520,696,817
580,520,696,622
580,520,696,772
580,520,696,784
580,520,696,813
580,520,696,490
580,520,696,693
580,520,696,478
580,520,696,710
580,520,696,175
580,520,696,567
580,520,696,731
580,520,696,755
580,520,696,817
580,520,696,491
580,520,696,801
580,520,696,564
580,520,696,339
580,520,696,163
580,520,696,662
580,520,696,531
580,520,696,503
580,520,696,694
580,520,696,523
580,520,696,851
580,520,696,1107
580,520,696,952
580,520,696,612
580,520,696,894
580,520,696,685
580,520,696,643
580,520,696,718
580,520,696,1100
580,520,696,616
580,520,696,793
580,520,696,283
580,520,696,562
580,520,696,558
580,520,696,583
580,520,696,682
580,520,696,228
580,520,696,37
580,520,696,638
580,520,696,234
580,520,696,22
580,520,696,908
580,520,696,551
580,520,696,649
580,520,696,638
580,520,696,805
580,520,696,499
580,520,696,667
580,520,696,32
580,520,696,493
580,520,696,404
580,520,696,515
580,520,696,95
580,520,696,910
580,520,696,629
580,520,696,786
580,520,696,556
580,520,696,169
580,520,696,468
580,520,696,663
580,520,696,696
580,520,696,838
580,520,696,558
580,520,696,583
580,520,696,456
580,520,696,707
580,520,696,588
580,520,696,602
580,520,696,408
580,520,696,620
580,520,696,678
580,520,696,598
580,520,696,750
580,520,696,87
580,520,696,799
580,520,696,736
580,520,696,567
580,520,696,431
580,520,696,694
580,520,696,614
580,520,696,601
580,520,696,440
580,520,696,128
580,520,696,35
580,520,696,836
580,520,696,865
580,520,696,670
580,520,696,184
580,520,696,666
580,520,696,590
580,520,696,710
580,520,696,644
580,520,696,605
580,520,696,988
580,520,696,838
580,520,696,551
580,520,696,27
580,520,696,491
580,520,696,801
580,520,696,633
580,520,696,452
580,520,696,793
580,520,696,806
580,520,696,469
580,520,696,589
580,520,696,633
580,520,696,1006
580,520,696,762
580,520,696,722
580,520,696,975
580,520,696,675
580,520,696,929
580,520,696,536
580,520,696,847
580,520,696,593
580,520,696,689
580,520,696,1108
580,520,696,867
580,520,696,681
580,520,696,1337
580,520,696,834
580,520,696,640
580,520,696,594
580,520,696,637
580,520,696,936
580,520,696,465
580,520,696,925
580,520,696,520
580,520,696,361
580,520,696,609
580,520,696,548
580,520,696,711
580,520,696,364
581,256,256,63
581,256,256,89
581,256,256,62
581,256,256,42
581,256,256,63
581,256,256,21
581,256,256,56
581,256,256,85
581,256,256,161
581,256,256,111
581,256,256,38
581,256,256,78
581,256,256,66
581,256,256,68
581,256,256,96
581,256,256,74
581,256,256,35
581,256,256,43
581,256,256,78
581,256,256,97
581,256,256,94
581,256,256,131
581,256,256,72
581,256,256,72
581,256,256,84
581,256,256,120
581,256,256,127
581,256,256,121
581,256,256,110
581,256,256,144
582,360,360,2963
582,360,360,21
582,360,360,1816
582,360,360,2217
582,360,360,1971
582,360,360,2251
582,360,360,2953
582,360,360,145
582,360,360,1579
582,360,360,2235
582,360,360,3266
582,360,360,1915
582,360,360,33
582,360,360,1942
582,360,360,2138
582,360,360,1058
582,360,360,2539
582,360,360,29
582,360,360,2154
582,360,360,32
582,360,360,21
583,256,256,94
583,256,256,214
583,256,256,129
583,256,256,137
583,256,256,49
583,256,256,137
583,256,256,142
583,256,256,35
583,256,256,128
583,256,256,21
583,256,256,57
583,256,256,329
583,256,256,118
583,256,256,209
583,256,256,170
583,256,256,102
583,256,256,91
583,256,256,92
583,256,256,288
583,256,256,87
583,256,256,21
583,256,256,34
583,256,256,21
583,256,256,21
583,256,256,299
583,256,256,235
583,256,256,122
583,256,256,247
583,256,256,59
583,256,256,77
583,256,256,184
583,256,256,148
583,256,256,81
583,256,256,226
583,256,256,35
583,256,256,63
583,256,256,55
583,256,256,39
583,256,256,226
583,256,256,104
583,256,256,165
583,256,256,55
583,256,256,177
583,256,256,116
583,256,256,151
583,256,256,247
583,256,256,44
584,260,347,96
584,260,347,38
584,260,347,114
584,260,347,51
584,260,347,120
584,260,347,243
584,260,347,126
584,260,347,83
584,260,347,326
584,260,347,56
584,260,347,341
584,260,347,258
584,260,347,132
584,260,347,123
584,260,347,154
584,260,347,180
584,260,347,316
584,260,347,95
584,260,347,165
584,260,347,158
584,260,347,142
584,260,347,35
584,260,347,230
584,260,347,261
584,260,347,293
584,260,347,179
584,260,347,89
584,260,347,107
584,260,347,66
584,260,347,41
584,260,347,206
584,260,347,241
584,260,347,30
584,260,347,191
584,260,347,32
584,260,347,24
584,260,347,130
584,260,347,217
584,260,347,43
584,260,347,49
584,260,347,235
584,260,347,157
584,260,347,23
584,260,347,229
584,260,347,228
584,260,347,277
584,260,347,103
584,260,347,291
584,260,347,117
584,260,347,76
584,260,347,230
584,260,347,56
584,260,347,163
584,260,347,36
584,260,347,90
584,260,347,91
584,260,347,167
584,260,347,259
584,260,347,203
584,260,347,164
584,260,347,24
584,260,347,172
584,260,347,108
584,260,347,62
584,260,347,46
584,260,347,261
584,260,347,44
584,260,347,171
584,260,347,200
584,260,347,111
584,260,347,224
584,260,347,187
584,260,347,155
584,260,347,111
584,260,347,227
584,260,347,211
584,260,347,205
584,260,347,21
584,260,347,288
584,260,347,154
585,512,640,902
585,512,640,697
585,512,640,339
585,512,640,253
585,512,640,877
585,512,640,2052
585,512,640,60
585,512,640,168
585,512,640,319
585,512,640,1061
585,512,640,705
585,512,640,1462
585,512,640,636
585,512,640,850
585,512,640,1179
585,512,640,864
585,512,640,1559
585,512,640,1330
585,512,640,3948
585,512,640,3584
585,512,640,1031
585,512,640,610
586,256,256,240
586,256,256,378
586,256,256,200
586,256,256,73
586,256,256,53
586,256,256,180
586,256,256,143
586,256,256,330
586,256,256,514
586,256,256,323
586,256,256,202
586,256,256,510
586,256,256,294
586,256,256,297
586,256,256,147
586,256,256,362
586,256,256,190
586,256,256,119
586,256,256,179
586,256,256,164
586,256,256,120
586,256,256,360
586,256,256,154
586,256,256,328
586,256,256,115
586,256,256,162
587,256,256,114
587,256,256,121
587,256,256,67
587,256,256,26
587,256,256,21
587,256,256,230
588,256,256,31
588,256,256,70
588,256,256,97
588,256,256,31
588,256,256,113
588,256,256,99
588,256,256,61
588,256,256,104
588,256,256,112
588,256,256,87
588,256,256,88
588,256,256,130
588,256,256,31
588,256,256,22
588,256,256,108
588,256,256,107
588,256,256,52
588,256,256,83
588,256,256,76
588,256,256,70
588,256,256,53
589,520,696,226
589,520,696,561
589,520,696,446
589,520,696,468
589,520,696,627
589,520,696,688
589,520,696,205
589,520,696,273
589,520,696,363
589,520,696,427
589,520,696,531
589,520,696,654
589,520,696,345
589,520,696,609
589,520,696,270
589,520,696,546
589,520,696,381
589,520,696,212
589,520,696,447
589,520,696,197
589,520,696,426
589,520,696,293
589,520,696,464
589,520,696,549
589,520,696,468
589,520,696,560
589,520,696,349
589,520,696,449
589,520,696,562
589,520,696,606
589,520,696,101
589,520,696,232
589,520,696,535
589,520,696,248
589,520,696,619
589,520,696,318
589,520,696,633
589,520,696,227
589,520,696,388
589,520,696,183
589,520,696,370
589,520,696,451
589,520,696,559
589,520,696,215
589,520,696,388
589,520,696,565
589,520,696,525
589,520,696,490
589,520,696,221
589,520,696,444
589,520,696,213
589,520,696,823
589,520,696,572
589,520,696,480
589,520,696,422
589,520,696,367
589,520,696,593
589,520,696,412
589,520,696,135
589,520,696,194
589,520,696,445
589,520,696,261
589,520,696,593
589,520,696,500
589,520,696,602
589,520,696,427
589,520,696,413
589,520,696,609
589,520,696,524
589,520,696,504
589,520,696,187
589,520,696,343
589,520,696,713
589,520,696,559
589,520,696,328
589,520,696,175
589,520,696,757
589,520,696,492
589,520,696,435
589,520,696,175
589,520,696,59
589,520,696,294
589,520,696,666
589,520,696,579
589,520,696,131
589,520,696,73
589,520,696,548
589,520,696,425
589,520,696,529
589,520,696,406
589,520,696,444
589,520,696,296
589,520,696,451
589,520,696,61
589,520,696,478
589,520,696,422
589,520,696,678
589,520,696,435
589,520,696,361
589,520,696,451
589,520,696,546
589,520,696,444
589,520,696,290
589,520,696,367
589,520,696,375
589,520,696,229
589,520,696,426
589,520,696,382
589,520,696,539
589,520,696,544
589,520,696,196
589,520,696,412
589,520,696,626
589,520,696,382
589,520,696,195
589,520,696,541
589,520,696,417
589,520,696,516
589,520,696,568
589,520,696,523
589,520,696,682
589,520,696,198
589,520,696,604
589,520,696,285
589,520,696,513
589,520,696,641
589,520,696,433
589,520,696,362
589,520,696,381
589,520,696,217
589,520,696,583
589,520,696,450
589,520,696,722
589,520,696,315
589,520,696,765
589,520,696,325
589,520,696,642
589,520,696,526
589,520,696,431
589,520,696,248
589,520,696,399
589,520,696,378
589,520,696,506
589,520,696,571
589,520,696,444
589,520,696,513
589,520,696,501
589,520,696,441
589,520,696,619
589,520,696,579
589,520,696,512
589,520,696,202
589,520,696,493
589,520,696,562
589,520,696,539
589,520,696,585
589,520,696,552
589,520,696,427
589,520,696,562
589,520,696,433
589,520,696,498
589,520,696,266
589,520,696,700
589,520,696,500
589,520,696,500
589,520,696,54
589,520,696,187
589,520,696,37
589,520,696,180
589,520,696,463
589,520,696,629
589,520,696,510
589,520,696,554
589,520,696,149
589,520,696,641
589,520,696,559
589,520,696,252
589,520,696,410
589,520,696,671
589,520,696,400
589,520,696,740
589,520,696,193
589,520,696,525
589,520,696,244
589,520,696,434
589,520,696,483
589,520,696,547
589,520,696,651
589,520,696,301
589,520,696,493
589,520,696,294
589,520,696,462
589,520,696,331
589,520,696,321
589,520,696,366
589,520,696,247
589,520,696,85
589,520,696,191
589,520,696,592
590,256,256,108
590,256,256,117
590,256,256,141
590,256,256,136
590,256,256,189
590,256,256,217
590,256,256,110
590,256,256,106
590,256,256,133
590,256,256,212
590,256,256,86
590,256,256,134
590,256,256,27
590,256,256,158
590,256,256,178
590,256,256,173
590,256,256,138
590,256,256,137
590,256,256,140
590,256,256,148
590,256,256,216
590,256,256,116
590,256,256,138
590,256,256,116
590,256,256,220
590,256,256,151
590,256,256,107
590,256,256,133
590,256,256,110
590,256,256,55
590,256,256,100
590,256,256,124
590,256,256,103
590,256,256,379
590,256,256,109
590,256,256,123
590,256,256,91
590,256,256,120
590,256,256,116
590,256,256,121
590,256,256,142
590,256,256,271
591,256,256,195
591,256,256,95
591,256,256,290
591,256,256,256
591,256,256,45
591,256,256,103
591,256,256,256
591,256,256,200
591,256,256,136
591,256,256,202
591,256,256,351
591,256,256,452
591,256,256,210
591,256,256,62
591,256,256,82
592,256,320,463
592,256,320,85
592,256,320,465
592,256,320,619
592,256,320,611
592,256,320,487
592,256,320,325
592,256,320,417
592,256,320,297
592,256,320,404
592,256,320,333
592,256,320,149
592,256,320,101
592,256,320,345
592,256,320,437
592,256,320,55
592,256,320,366
592,256,320,539
592,256,320,386
592,256,320,849
592,256,320,203
592,256,320,670
592,256,320,285
592,256,320,780
592,256,320,411
592,256,320,312
592,256,320,524
592,256,320,415
592,256,320,318
592,256,320,282
592,256,320,32
592,256,320,161
592,256,320,331
592,256,320,350
592,256,320,46
592,256,320,216
592,256,320,433
592,256,320,470
592,256,320,455
592,256,320,75
592,256,320,750
592,256,320,262
592,256,320,1570
592,256,320,694
592,256,320,390
592,256,320,526
592,256,320,295
592,256,320,155
592,256,320,470
592,256,320,275
592,256,320,106
592,256,320,444
592,256,320,178
592,256,320,135
592,256,320,398
592,256,320,177
592,256,320,419
592,256,320,845
592,256,320,244
592,256,320,472
592,256,320,472
592,256,320,189
592,256,320,743
593,256,256,292
593,256,256,295
593,256,256,290
593,256,256,164
593,256,256,157
593,256,256,22
593,256,256,270
593,256,256,251
593,256,256,262
593,256,256,272
593,256,256,186
593,256,256,154
593,256,256,217
593,256,256,235
593,256,256,219
593,256,256,438
593,256,256,21
593,256,256,223
593,256,256,273
593,256,256,257
593,256,256,262
594,256,320,878
594,256,320,235
594,256,320,1174
594,256,320,323
594,256,320,382
594,256,320,782
594,256,320,78
594,256,320,349
594,256,320,252
594,256,320,229
594,256,320,302
594,256,320,190
594,256,320,833
594,256,320,328
594,256,320,64
594,256,320,517
594,256,320,113
594,256,320,27
594,256,320,84
594,256,320,715
594,256,320,464
594,256,320,85
594,256,320,414
594,256,320,526
594,256,320,396
594,256,320,57
594,256,320,236
594,256,320,165
594,256,320,101
594,256,320,577
594,256,320,324
594,256,320,174
594,256,320,444
594,256,320,124
594,256,320,616
594,256,320,170
594,256,320,40
594,256,320,430
594,256,320,705
594,256,320,217
594,256,320,420
594,256,320,24
594,256,320,421
594,256,320,480
594,256,320,361
594,256,320,948
594,256,320,821
594,256,320,757
594,256,320,396
594,256,320,508
594,256,320,243
594,256,320,684
594,256,320,144
594,256,320,112
594,256,320,409
594,256,320,651
594,256,320,459
594,256,320,239
594,256,320,515
594,256,320,738
594,256,320,26
594,256,320,55
594,256,320,473
594,256,320,60
594,256,320,422
594,256,320,192
594,256,320,958
594,256,320,510
594,256,320,288
595,256,256,297
595,256,256,187
595,256,256,153
595,256,256,182
595,256,256,125
595,256,256,26
595,256,256,211
595,256,256,163
595,256,256,57
595,256,256,146
595,256,256,75
595,256,256,76
595,256,256,107
595,256,256,223
595,256,256,233
595,256,256,268
596,256,256,392
596,256,256,172
596,256,256,329
596,256,256,169
596,256,256,160
596,256,256,292
596,256,256,167
596,256,256,278
596,256,256,36
596,256,256,363
596,256,256,462
596,256,256,122
596,256,256,95
596,256,256,385
596,256,256,88
596,256,256,118
596,256,256,455
596,256,256,174
596,256,256,33
596,256,256,91
596,256,256,46
596,256,256,323
596,256,256,385
596,256,256,279
596,256,256,323
596,256,256,149
596,256,256,326
596,256,256,332
596,256,256,172
597,256,256,139
597,256,256,203
597,256,256,247
597,256,256,188
597,256,256,414
597,256,256,662
597,256,256,517
597,256,256,382
597,256,256,206
597,256,256,296
597,256,256,25
597,256,256,492
597,256,256,470
597,256,256,439
597,256,256,328
597,256,256,289
597,256,256,507
597,256,256,128
597,256,256,562
597,256,256,521
597,256,256,268
597,256,256,121
597,256,256,368
597,256,256,368
597,256,256,484
597,256,256,515
597,256,256,349
597,256,256,304
597,256,256,264
597,256,256,216
597,256,256,140
597,256,256,642
597,256,256,251
597,256,256,251
597,256,256,112
597,256,256,331
597,256,256,659
597,256,256,489
597,256,256,254
597,256,256,208
597,256,256,512
597,256,256,184
597,256,256,64
597,256,256,434
597,256,256,258
597,256,256,243
597,256,256,567
597,256,256,459
597,256,256,91
597,256,256,331
597,256,256,252
597,256,256,70
597,256,256,251
597,256,256,335
597,256,256,303
597,256,256,406
597,256,256,129
597,256,256,204
597,256,256,388
597,256,256,539
597,256,256,450
597,256,256,474
597,256,256,378
597,256,256,264
597,256,256,159
597,256,256,449
597,256,256,312
598,520,696,940
598,520,696,884
598,520,696,1006
598,520,696,707
598,520,696,602
598,520,696,896
598,520,696,409
598,520,696,732
598,520,696,1052
598,520,696,501
598,520,696,555
598,520,696,420
598,520,696,822
598,520,696,864
598,520,696,751
598,520,696,713
598,520,696,839
598,520,696,768
598,520,696,553
598,520,696,916
598,520,696,643
598,520,696,848
598,520,696,625
598,520,696,678
598,520,696,587
598,520,696,438
598,520,696,975
598,520,696,738
598,520,696,548
598,520,696,642
598,520,696,745
598,520,696,469
598,520,696,471
598,520,696,557
598,520,696,971
598,520,696,581
598,520,696,420
598,520,696,660
598,520,696,373
598,520,696,1044
598,520,696,484
598,520,696,717
598,520,696,1314
598,520,696,862
598,520,696,671
598,520,696,936
598,520,696,240
598,520,696,567
598,520,696,800
598,520,696,859
598,520,696,600
598,520,696,183
598,520,696,833
598,520,696,607
598,520,696,548
598,520,696,846
598,520,696,468
598,520,696,793
598,520,696,370
598,520,696,696
598,520,696,707
598,520,696,538
598,520,696,668
598,520,696,556
598,520,696,79
598,520,696,937
598,520,696,115
598,520,696,321
598,520,696,783
598,520,696,140
598,520,696,741
598,520,696,676
598,520,696,660
598,520,696,696
598,520,696,859
598,520,696,610
598,520,696,586
598,520,696,749
598,520,696,1173
598,520,696,888
598,520,696,144
598,520,696,481
598,520,696,635
598,520,696,520
598,520,696,730
598,520,696,505
598,520,696,55
598,520,696,470
598,520,696,618
598,520,696,665
598,520,696,658
598,520,696,130
598,520,696,605
598,520,696,520
598,520,696,850
598,520,696,1165
598,520,696,658
598,520,696,563
598,520,696,693
598,520,696,509
598,520,696,227
598,520,696,696
598,520,696,737
598,520,696,902
598,520,696,720
598,520,696,1278
598,520,696,32
598,520,696,615
598,520,696,170
598,520,696,589
598,520,696,617
598,520,696,461
598,520,696,625
598,520,696,1033
598,520,696,445
598,520,696,620
598,520,696,1200
598,520,696,428
598,520,696,866
598,520,696,630
598,520,696,1020
598,520,696,724
598,520,696,613
598,520,696,389
598,520,696,604
598,520,696,915
598,520,696,443
598,520,696,500
598,520,696,524
598,520,696,57
599,360,360,1860
599,360,360,1986
599,360,360,2087
599,360,360,1733
599,360,360,54
599,360,360,1636
599,360,360,1993
599,360,360,2407
599,360,360,1869
599,360,360,1844
599,360,360,1630
599,360,360,1349
599,360,360,330
599,360,360,1798
599,360,360,2710
599,360,360,1584
599,360,360,121
599,360,360,2464
599,360,360,896
599,360,360,2252
599,360,360,1263
599,360,360,1883
599,360,360,2444
599,360,360,538
599,360,360,498
599,360,360,1907
599,360,360,2173
599,360,360,1699
600,520,696,620
600,520,696,320
600,520,696,468
600,520,696,230
600,520,696,487
600,520,696,69
600,520,696,591
600,520,696,261
600,520,696,692
600,520,696,279
600,520,696,135
600,520,696,457
600,520,696,294
600,520,696,559
600,520,696,191
600,520,696,591
600,520,696,214
600,520,696,924
600,520,696,867
600,520,696,496
600,520,696,616
600,520,696,280
600,520,696,231
600,520,696,128
600,520,696,468
600,520,696,431
601,360,360,26
601,360,360,804
601,360,360,43
601,360,360,480
601,360,360,1775
601,360,360,131
601,360,360,1175
601,360,360,3473
601,360,360,186
601,360,360,1833
601,360,360,1910
601,360,360,2733
601,360,360,1628
601,360,360,2818
601,360,360,3130
601,360,360,1597
601,360,360,1403
601,360,360,1833
601,360,360,2130
601,360,360,312
602,256,256,92
602,256,256,99
603,256,256,85
603,256,256,282
603,256,256,243
603,256,256,271
603,256,256,133
603,256,256,179
604,256,256,171
604,256,256,219
604,256,256,144
604,256,256,292
604,256,256,236
604,256,256,347
604,256,256,118
604,256,256,213
604,256,256,21
604,256,256,148
604,256,256,62
605,256,256,259
605,256,256,48
605,256,256,115
605,256,256,104
605,256,256,207
605,256,256,152
605,256,256,83
605,256,256,229
605,256,256,89
605,256,256,203
605,256,256,98
606,520,696,707
606,520,696,224
606,520,696,704
606,520,696,773
606,520,696,593
606,520,696,769
606,520,696,682
606,520,696,212
606,520,696,638
606,520,696,742
606,520,696,262
606,520,696,472
606,520,696,444
606,520,696,544
606,520,696,545
606,520,696,182
606,520,696,759
606,520,696,536
606,520,696,797
606,520,696,712
606,520,696,776
606,520,696,511
606,520,696,648
606,520,696,480
606,520,696,630
606,520,696,670
606,520,696,580
606,520,696,672
606,520,696,139
606,520,696,641
606,520,696,376
606,520,696,677
606,520,696,683
606,520,696,173
606,520,696,749
606,520,696,667
606,520,696,635
606,520,696,728
606,520,696,619
606,520,696,336
606,520,696,879
606,520,696,502
606,520,696,581
606,520,696,460
606,520,696,620
606,520,696,305
606,520,696,516
606,520,696,610
606,520,696,536
606,520,696,337
606,520,696,113
606,520,696,691
606,520,696,120
606,520,696,472
606,520,696,654
606,520,696,438
606,520,696,662
606,520,696,786
606,520,696,852
606,520,696,650
606,520,696,785
606,520,696,581
606,520,696,314
606,520,696,529
606,520,696,617
606,520,696,570
606,520,696,635
606,520,696,480
606,520,696,663
606,520,696,661
606,520,696,563
606,520,696,40
606,520,696,771
606,520,696,581
606,520,696,739
606,520,696,86
606,520,696,639
606,520,696,787
606,520,696,860
606,520,696,539
606,520,696,432
606,520,696,670
606,520,696,442
606,520,696,268
606,520,696,799
606,520,696,1071
606,520,696,656
606,520,696,685
606,520,696,686
606,520,696,477
606,520,696,514
606,520,696,553
606,520,696,535
606,520,696,356
606,520,696,643
606,520,696,733
606,520,696,382
606,520,696,630
606,520,696,475
606,520,696,437
606,520,696,450
606,520,696,491
606,520,696,530
606,520,696,584
606,520,696,647
606,520,696,408
606,520,696,440
606,520,696,527
606,520,696,461
606,520,696,681
606,520,696,448
606,520,696,691
606,520,696,894
606,520,696,117
606,520,696,743
606,520,696,441
606,520,696,551
606,520,696,696
606,520,696,686
606,520,696,610
606,520,696,706
606,520,696,788
606,520,696,703
606,520,696,490
606,520,696,711
606,520,696,378
606,520,696,461
606,520,696,358
606,520,696,593
606,520,696,507
606,520,696,525
606,520,696,696
606,520,696,625
606,520,696,648
606,520,696,441
606,520,696,824
606,520,696,672
606,520,696,847
606,520,696,507
606,520,696,573
606,520,696,573
606,520,696,742
606,520,696,83
606,520,696,616
606,520,696,637
606,520,696,525
606,520,696,430
606,520,696,547
606,520,696,328
606,520,696,684
607,256,256,679
607,256,256,934
607,256,256,27
607,256,256,281
607,256,256,411
607,256,256,1235
607,256,256,81
607,256,256,97
607,256,256,430
607,256,256,317
607,256,256,106
607,256,256,419
607,256,256,310
607,256,256,333
607,256,256,219
607,256,256,389
607,256,256,511
607,256,256,278
607,256,256,381
607,256,256,362
607,256,256,127
607,256,256,631
607,256,256,633
607,256,256,159
607,256,256,302
607,256,256,341
607,256,256,379
607,256,256,336
607,256,256,493
607,256,256,1047
607,256,256,369
607,256,256,602
607,256,256,392
607,256,256,113
607,256,256,126
607,256,256,1932
607,256,256,398
607,256,256,510
607,256,256,355
607,256,256,454
607,256,256,255
607,256,256,1039
607,256,256,780
607,256,256,51
607,256,256,315
607,256,256,423
607,256,256,423
608,256,256,126
608,256,256,53
608,256,256,155
608,256,256,82
608,256,256,90
608,256,256,58
608,256,256,175
608,256,256,149
608,256,256,61
608,256,256,60
608,256,256,49
608,256,256,170
608,256,256,85
608,256,256,100
608,256,256,157
608,256,256,52
608,256,256,60
608,256,256,63
608,256,256,30
608,256,256,121
608,256,256,91
608,256,256,73
608,256,256,108
608,256,256,146
608,256,256,76
608,256,256,45
608,256,256,91
609,256,256,37
609,256,256,79
609,256,256,44
609,256,256,116
609,256,256,175
609,256,256,94
609,256,256,153
609,256,256,148
609,256,256,86
609,256,256,105
609,256,256,159
609,256,256,61
610,256,256,128
610,256,256,129
610,256,256,152
610,256,256,130
610,256,256,95
610,256,256,183
610,256,256,100
610,256,256,118
610,256,256,42
610,256,256,126
610,256,256,122
610,256,256,121
610,256,256,94
610,256,256,135
610,256,256,137
610,256,256,131
610,256,256,57
610,256,256,140
610,256,256,102
610,256,256,142
610,256,256,109
610,256,256,100
610,256,256,33
610,256,256,113
610,256,256,131
610,256,256,86
610,256,256,119
610,256,256,154
610,256,256,117
610,256,256,136
610,256,256,94
